latitude,longitude,city,area,time_of_day,weather,traffic_index,road_type,severity,risk_probability,risk_score
21.74541173715166,72.13336181436223,Bhavnagar,Waghawadi Road,7,Clear,6,Urban,Minor,Low Risk,28
22.377968951471054,73.18163317690684,Vadodara,NE1 Expressway,8,Fog,5,Rural,Serious,Medium Risk,55
22.31381238643232,73.15221511535005,Vadodara,Gotri Road,8,Rain,1,Arterial,Serious,Low Risk,38
21.127404975389908,72.7480569006388,Surat,Dumas Road,1,Clear,9,Highway,Serious,Medium Risk,62
22.271187887335913,73.21534360042855,Vadodara,Makarpura Road,12,Clear,3,Rural,Fatal,Low Risk,19
22.259919848176295,70.81905299346839,Rajkot,Gondal Road,12,Cloudy,2,Highway,Minor,Low Risk,26
21.201424540375715,72.82632320368093,Surat,Ring Road,22,Cloudy,9,Rural,Fatal,High Risk,72
22.507420934082624,73.49607054849699,Halol,Halol-Vadodara Toll Road,22,Clear,7,Rural,Serious,Medium Risk,56
22.47946260941335,73.50346965483722,Halol,Halol GIDC,3,Rain,5,Arterial,Fatal,High Risk,75
23.005703823438655,72.52032853756562,Ahmedabad,SG Highway,23,Fog,6,Rural,Fatal,High Risk,83
22.50330570602357,73.468514889743,Halol,Halol-Vadodara Toll Road,11,Clear,4,Urban,Minor,Low Risk,22
22.50337641164803,73.44318646628099,Halol,Halol-Vadodara Toll Road,16,Clear,1,Urban,Minor,Low Risk,13
23.060704921682436,72.52335668857268,Ahmedabad,SP Ring Road,1,Rain,4,Highway,Fatal,High Risk,72
21.780168410671124,72.1302259467259,Bhavnagar,Waghawadi Road,12,Clear,9,Highway,Minor,Low Risk,37
22.308872595956604,73.14747364434623,Vadodara,Gotri Road,17,Clear,1,Urban,Minor,Low Risk,33
22.34973103176553,73.20493126664489,Vadodara,NH48 Highway,14,Rain,3,Highway,Serious,Medium Risk,44
21.188053596943497,72.8436990114967,Surat,Ring Road,7,Cloudy,5,Highway,Minor,Low Risk,35
23.06545616324022,72.532529674858,Ahmedabad,SP Ring Road,14,Rain,7,Urban,Fatal,Medium Risk,56
21.133469203591837,72.76108506780103,Surat,Dumas Road,0,Fog,9,Urban,Minor,High Risk,92
22.496118377703016,73.45104727577802,Halol,Halol-Vadodara Toll Road,19,Clear,6,Urban,Minor,Medium Risk,48
22.34044180415597,73.2039158290827,Vadodara,NH48 Highway,9,Clear,3,Arterial,Minor,Low Risk,19
23.033076701849637,72.56548119299937,Ahmedabad,Ashram Road,11,Rain,7,Arterial,Fatal,Medium Risk,56
23.011769438869244,72.56269032015852,Ahmedabad,Ashram Road,4,Clear,4,Urban,Minor,Medium Risk,47
22.3158592822521,73.14296584096168,Vadodara,Gotri Road,8,Cloudy,3,Rural,Minor,Low Risk,29
23.030580714325012,72.57506076285222,Ahmedabad,Ashram Road,22,Clear,7,Urban,Serious,Medium Risk,56
22.364292788518156,73.20261866719248,Vadodara,NH48 Highway,7,Clear,7,Arterial,Minor,Low Risk,31
22.483863255860843,73.47888331126352,Halol,Halol GIDC,15,Clear,4,Highway,Minor,Low Risk,22
22.30721843177051,73.19960229186826,Vadodara,NH48 Highway,13,Cloudy,7,Rural,Minor,Medium Risk,41
22.261903453149113,70.84094863168728,Rajkot,Gondal Road,12,Clear,2,Rural,Minor,Low Risk,16
21.193114585528285,72.840523210135,Surat,Ring Road,22,Clear,1,Highway,Minor,Low Risk,38
22.50147932345442,73.4554698294357,Halol,Halol-Vadodara Toll Road,20,Clear,2,Rural,Minor,Low Risk,36
23.062142342217726,72.5192789954903,Ahmedabad,SG Highway,12,Fog,4,Highway,Minor,Medium Risk,52
21.769865479205645,72.12435918817809,Bhavnagar,Waghawadi Road,4,Clear,8,Arterial,Serious,Medium Risk,59
22.280041914664043,73.17397223405811,Vadodara,Makarpura Road,15,Clear,3,Rural,Minor,Low Risk,19
22.381802856407006,73.19985683438715,Vadodara,NE1 Expressway,10,Clear,6,Rural,Minor,Low Risk,28
23.018141955123042,72.56050553405596,Ahmedabad,Ashram Road,21,Rain,6,Highway,Fatal,Medium Risk,53
22.322494770476315,73.14744786518825,Vadodara,Gotri Road,4,Clear,9,Highway,Minor,Medium Risk,62
23.00974004853401,72.5700284446221,Ahmedabad,Ashram Road,12,Clear,9,Arterial,Minor,Low Risk,37
22.35706544429411,73.17410388645953,Vadodara,NE1 Expressway,10,Clear,4,Highway,Minor,Low Risk,22
21.182208636486493,72.85924901607527,Surat,Ring Road,18,Rain,9,Highway,Fatal,High Risk,82
22.468251200614958,73.47516907725692,Halol,Halol GIDC,2,Rain,6,Arterial,Fatal,High Risk,78
22.297202758260546,70.7625370352535,Rajkot,150 Feet Ring Road,14,Rain,2,Urban,Serious,Medium Risk,41
22.264411899019063,70.82360714131424,Rajkot,Gondal Road,6,Cloudy,6,Urban,Minor,Low Risk,38
22.455887751481583,73.48276950787799,Halol,Halol GIDC,6,Cloudy,2,Highway,Fatal,Low Risk,26
22.339898241913726,73.21172734307666,Vadodara,NH48 Highway,5,Clear,8,Arterial,Serious,Medium Risk,59
22.242445739336826,70.78419315080374,Rajkot,Gondal Road,2,Fog,4,Urban,Fatal,High Risk,77
21.15182912348425,72.7704547700985,Surat,Dumas Road,12,Rain,5,Arterial,Serious,Medium Risk,50
21.761757392755186,72.14319672314247,Bhavnagar,Waghawadi Road,6,Cloudy,8,Highway,Minor,Medium Risk,44
23.022799629176323,72.57248380545742,Ahmedabad,Ashram Road,4,Clear,8,Highway,Serious,Medium Risk,59
23.04939608709948,72.4972847287296,Ahmedabad,SG Highway,22,Rain,6,Arterial,Fatal,High Risk,78
22.31298661766717,70.78810749381368,Rajkot,150 Feet Ring Road,17,Clear,4,Rural,Minor,Medium Risk,42
21.126130447541957,72.77584830412951,Surat,Dumas Road,21,Cloudy,1,Highway,Minor,Low Risk,23
22.48737977494659,73.48480626905614,Halol,Halol-Vadodara Toll Road,7,Clear,7,Highway,Minor,Low Risk,31
21.213378933685114,72.82368976522473,Surat,Ring Road,16,Clear,8,Highway,Minor,Low Risk,34
23.047450641938667,72.57519171390405,Ahmedabad,Ashram Road,19,Clear,9,Highway,Minor,Medium Risk,57
22.492330902399917,73.5084518947398,Halol,Halol GIDC,0,Clear,2,Arterial,Minor,Medium Risk,41
21.140319178259954,72.75469395753464,Surat,Dumas Road,13,Rain,1,Arterial,Minor,Low Risk,38
22.466657283555616,73.46776284572552,Halol,Halol GIDC,16,Clear,4,Arterial,Minor,Low Risk,22
23.03184347435879,72.57411727962226,Ahmedabad,Ashram Road,9,Clear,5,Arterial,Minor,Low Risk,25
22.32515036198995,73.16740774873554,Vadodara,Gotri Road,11,Cloudy,1,Rural,Fatal,Low Risk,23
21.19619502837817,72.85780301115736,Surat,Ring Road,15,Clear,5,Arterial,Minor,Low Risk,25
22.25503014750143,73.23580253749884,Vadodara,Makarpura Road,13,Rain,6,Arterial,Serious,Medium Risk,53
22.294385010216477,70.76814263665376,Rajkot,150 Feet Ring Road,15,Clear,3,Highway,Minor,Low Risk,19
22.463936612529082,73.48723708622865,Halol,Halol GIDC,7,Clear,7,Rural,Minor,Low Risk,31
22.332648058220112,73.21071000741138,Vadodara,NH48 Highway,22,Fog,6,Highway,Fatal,High Risk,83
23.071098564368604,72.51690756631015,Ahmedabad,SP Ring Road,9,Fog,4,Rural,Serious,Medium Risk,52
22.32329809422897,73.17727729162972,Vadodara,NH48 Highway,16,Clear,3,Urban,Minor,Low Risk,19
22.329302275718995,73.21284598191485,Vadodara,NH48 Highway,17,Cloudy,5,Rural,Minor,Medium Risk,55
21.14721140616195,72.74731391831932,Surat,Dumas Road,19,Cloudy,3,Rural,Minor,Medium Risk,49
22.287597713887767,70.78677976069594,Rajkot,150 Feet Ring Road,15,Cloudy,9,Highway,Minor,Medium Risk,47
21.182742138456984,72.83830587658917,Surat,Ring Road,16,Clear,9,Rural,Minor,Low Risk,37
21.75887313077669,72.12085544553254,Bhavnagar,Waghawadi Road,15,Clear,6,Rural,Minor,Low Risk,28
22.290366810405224,70.78941176789553,Rajkot,150 Feet Ring Road,18,Rain,6,Highway,Serious,High Risk,73
22.30124576864763,70.79680703078053,Rajkot,150 Feet Ring Road,23,Rain,4,Urban,Fatal,High Risk,72
23.012334959480643,72.55493262440127,Ahmedabad,Ashram Road,23,Clear,4,Urban,Minor,Medium Risk,47
22.26872552900813,70.81170678926368,Rajkot,Gondal Road,7,Fog,2,Urban,Minor,Medium Risk,46
22.29272571529459,70.83879097235983,Rajkot,150 Feet Ring Road,5,Clear,4,Rural,Minor,Medium Risk,47
23.072563357660396,72.5350334846027,Ahmedabad,SP Ring Road,5,Clear,8,Highway,Serious,Medium Risk,59
22.3873100264524,73.1767708687696,Vadodara,NE1 Expressway,20,Clear,2,Urban,Minor,Low Risk,36
21.753270961330394,72.1493845383074,Bhavnagar,Waghawadi Road,8,Rain,9,Urban,Fatal,Medium Risk,62
21.132407621781933,72.7624477208989,Surat,Dumas Road,3,Clear,1,Urban,Minor,Low Risk,38
23.056719546782563,72.5192281120908,Ahmedabad,SP Ring Road,11,Fog,2,Urban,Serious,Medium Risk,46
22.293719878500102,73.16699102211112,Vadodara,Makarpura Road,11,Rain,2,Highway,Serious,Medium Risk,41
22.33129390285562,73.13080926193216,Vadodara,Gotri Road,22,Fog,6,Urban,Fatal,High Risk,83
21.18892102201316,72.85233425895451,Surat,Ring Road,16,Cloudy,7,Rural,Minor,Medium Risk,41
22.285964200286433,70.76483382833106,Rajkot,150 Feet Ring Road,14,Rain,3,Rural,Serious,Medium Risk,44
21.7472704443611,72.14819396623403,Bhavnagar,Waghawadi Road,8,Cloudy,9,Highway,Minor,Medium Risk,47
22.362044500524245,73.17024687884373,Vadodara,NE1 Expressway,6,Clear,5,Arterial,Minor,Low Risk,25
21.144683577598556,72.75622599478592,Surat,Dumas Road,9,Clear,5,Urban,Minor,Low Risk,25
22.31715916133988,70.79050878533478,Rajkot,150 Feet Ring Road,15,Clear,4,Urban,Minor,Low Risk,22
22.305622861200135,73.20279681472154,Vadodara,NH48 Highway,11,Clear,9,Rural,Minor,Low Risk,37
22.470073203028473,73.49278650002195,Halol,Halol GIDC,6,Fog,8,Highway,Fatal,Medium Risk,64
22.490112188923508,73.47127895337799,Halol,Halol-Vadodara Toll Road,17,Clear,4,Arterial,Minor,Medium Risk,42
22.509574809184706,73.48598632791256,Halol,Halol-Vadodara Toll Road,14,Rain,4,Rural,Serious,Medium Risk,47
23.026995553894164,72.50298248146238,Ahmedabad,SG Highway,5,Rain,2,Arterial,Fatal,Medium Risk,66
21.136875820332584,72.7562000615114,Surat,Dumas Road,11,Rain,9,Highway,Fatal,Medium Risk,62
22.506481813604218,73.48607472566442,Halol,Halol GIDC,10,Clear,3,Highway,Minor,Low Risk,19
23.026086740684978,72.52176792920582,Ahmedabad,SG Highway,19,Fog,4,Highway,Minor,High Risk,72
22.53383234295519,73.48848697890827,Halol,Halol-Vadodara Toll Road,2,Clear,7,Rural,Serious,Medium Risk,56
22.313209450510687,73.192736488907,Vadodara,NH48 Highway,1,Clear,8,Highway,Serious,Medium Risk,59
22.340003667237802,73.14438495801572,Vadodara,Gotri Road,5,Rain,8,Rural,Fatal,High Risk,84
21.202657291422195,72.84761951080144,Surat,Ring Road,23,Rain,4,Rural,Fatal,High Risk,72
23.01909604292633,72.56810711965908,Ahmedabad,Ashram Road,21,Clear,7,Urban,Serious,Low Risk,31
21.095380989898963,72.75063418538,Surat,Dumas Road,4,Cloudy,1,Rural,Minor,Medium Risk,48
22.2572114777291,70.78528325227053,Rajkot,Gondal Road,17,Clear,6,Rural,Minor,Medium Risk,48
21.782486169558975,72.1165478793306,Bhavnagar,Waghawadi Road,15,Clear,6,Urban,Minor,Low Risk,28
22.329399332699545,73.20196110865929,Vadodara,NH48 Highway,7,Clear,6,Arterial,Minor,Low Risk,28
21.16561909933599,72.74446206773231,Surat,Dumas Road,19,Rain,2,Urban,Serious,Medium Risk,61
22.302447456282323,70.7811534959153,Rajkot,150 Feet Ring Road,21,Rain,8,Urban,Minor,Medium Risk,59
22.244277370234283,73.20193155211395,Vadodara,Makarpura Road,10,Clear,5,Highway,Minor,Low Risk,25
22.323985895433605,73.14599674684261,Vadodara,Gotri Road,9,Clear,5,Highway,Fatal,Low Risk,25
22.28604703127485,70.77522029604708,Rajkot,150 Feet Ring Road,23,Fog,2,Urban,Fatal,High Risk,71
22.26070276017877,73.2049319601178,Vadodara,Makarpura Road,11,Clear,4,Highway,Minor,Low Risk,22
23.08779025224218,72.4994327675176,Ahmedabad,SP Ring Road,20,Clear,9,Urban,Minor,Medium Risk,57
21.227995500619844,72.80671868300716,Surat,Ring Road,5,Rain,9,Highway,Fatal,High Risk,87
23.061723223574468,72.52682475809726,Ahmedabad,SP Ring Road,19,Clear,6,Rural,Minor,Medium Risk,48
21.148214878016024,72.7566595072027,Surat,Dumas Road,4,Cloudy,9,Highway,Minor,High Risk,72
21.75487816624464,72.13060498598013,Bhavnagar,Waghawadi Road,22,Clear,4,Highway,Minor,Medium Risk,47
22.36415952864584,73.17974403145531,Vadodara,NE1 Expressway,8,Rain,1,Rural,Serious,Low Risk,38
22.378355232289476,73.1566063560711,Vadodara,NE1 Expressway,15,Clear,2,Urban,Minor,Low Risk,16
21.2094939981315,72.84060949281314,Surat,Ring Road,21,Cloudy,1,Highway,Minor,Low Risk,23
21.770192931782585,72.14744443262886,Bhavnagar,Waghawadi Road,13,Clear,8,Highway,Minor,Low Risk,34
22.24856507483617,70.79559728439705,Rajkot,Gondal Road,21,Rain,9,Rural,Fatal,Medium Risk,62
22.33220940407685,73.1641555539815,Vadodara,Gotri Road,7,Rain,6,Rural,Minor,Medium Risk,53
22.260686476090537,70.80575991074963,Rajkot,Gondal Road,19,Clear,2,Rural,Minor,Low Risk,36
22.340164973436828,73.14612642916747,Vadodara,Gotri Road,18,Clear,6,Arterial,Minor,Medium Risk,48
22.344206460717547,73.19696711021349,Vadodara,NH48 Highway,13,Rain,9,Rural,Fatal,Medium Risk,62
21.14073478195159,72.78248165277981,Surat,Dumas Road,6,Cloudy,3,Urban,Minor,Low Risk,29
23.07638124523482,72.53020264454001,Ahmedabad,SP Ring Road,4,Clear,9,Highway,Serious,Medium Risk,62
22.392582182107315,73.16731505762449,Vadodara,NE1 Expressway,17,Clear,2,Highway,Minor,Low Risk,36
22.269229294569424,73.1903459986511,Vadodara,Makarpura Road,1,Fog,5,Arterial,Fatal,High Risk,80
23.037862495287328,72.5670478541845,Ahmedabad,Ashram Road,10,Clear,2,Highway,Minor,Low Risk,16
22.50345493947489,73.48192735538156,Halol,Halol-Vadodara Toll Road,21,Cloudy,7,Highway,Serious,Medium Risk,41
23.0327266897515,72.53938580913528,Ahmedabad,SG Highway,7,Rain,9,Urban,Fatal,Medium Risk,62
22.464909739277505,73.4617871708082,Halol,Halol GIDC,0,Rain,7,Highway,Fatal,High Risk,81
23.050371663102503,72.58087494040944,Ahmedabad,Ashram Road,21,Clear,5,Urban,Minor,Low Risk,25
23.07336179725578,72.52742518263896,Ahmedabad,SP Ring Road,11,Clear,4,Arterial,Minor,Low Risk,22
22.284816298407296,70.76754118442771,Rajkot,150 Feet Ring Road,1,Rain,4,Urban,Minor,High Risk,72
23.065137068372906,72.50784257432731,Ahmedabad,SP Ring Road,17,Cloudy,8,Rural,Minor,Medium Risk,64
22.516626796001265,73.47079413927747,Halol,Halol-Vadodara Toll Road,6,Cloudy,1,Rural,Minor,Low Risk,23
22.272617542048113,70.77617921237521,Rajkot,150 Feet Ring Road,16,Clear,5,Arterial,Minor,Low Risk,25
22.327193971814136,73.14654413170794,Vadodara,Gotri Road,21,Clear,2,Highway,Minor,Low Risk,16
22.248666694066504,70.80765530817239,Rajkot,Gondal Road,22,Clear,9,Urban,Serious,Medium Risk,62
23.036674498566633,72.56139585236943,Ahmedabad,Ashram Road,13,Cloudy,7,Rural,Minor,Medium Risk,41
22.313934425415727,73.15848074906036,Vadodara,Gotri Road,23,Clear,8,Urban,Serious,Medium Risk,59
22.299278734877543,73.13388804338436,Vadodara,Gotri Road,6,Clear,6,Rural,Minor,Low Risk,28
22.250223336681213,70.80079829272432,Rajkot,Gondal Road,21,Clear,9,Urban,Serious,Low Risk,37
22.26366361348397,73.21713034325424,Vadodara,Makarpura Road,2,Clear,6,Highway,Minor,Medium Risk,53
22.385864894348032,73.16460092205055,Vadodara,NE1 Expressway,5,Cloudy,7,Arterial,Serious,Medium Risk,66
21.19571475688146,72.82096205953043,Surat,Ring Road,19,Rain,7,Highway,Minor,High Risk,76
22.372722302960117,73.1626701204162,Vadodara,NE1 Expressway,1,Clear,9,Urban,Serious,Medium Risk,62
22.484840778405072,73.46759153584672,Halol,Halol GIDC,16,Clear,8,Rural,Minor,Low Risk,34
23.05279019771362,72.53099108369503,Ahmedabad,SG Highway,11,Clear,1,Rural,Minor,Low Risk,13
22.283368597773148,70.78702567583149,Rajkot,150 Feet Ring Road,11,Clear,4,Arterial,Minor,Low Risk,22
21.768352159875665,72.13198169292171,Bhavnagar,Waghawadi Road,16,Clear,7,Highway,Minor,Low Risk,31
23.036361387227156,72.56918888601173,Ahmedabad,Ashram Road,9,Rain,8,Highway,Fatal,Medium Risk,59
22.28646514147823,70.76940485324218,Rajkot,150 Feet Ring Road,2,Clear,7,Highway,Serious,Medium Risk,56
22.373367652613886,73.17446997436868,Vadodara,NE1 Expressway,19,Clear,3,Rural,Minor,Low Risk,39
22.523767154116925,73.48738906239127,Halol,Halol-Vadodara Toll Road,17,Clear,4,Arterial,Minor,Medium Risk,42
21.228297736862675,72.82448978655668,Surat,Ring Road,12,Fog,7,Rural,Fatal,Medium Risk,61
22.51508480955081,73.47575013008607,Halol,Halol-Vadodara Toll Road,11,Rain,8,Highway,Fatal,Medium Risk,59
22.317847043998267,70.76887552571968,Rajkot,150 Feet Ring Road,16,Rain,7,Urban,Fatal,Medium Risk,56
22.323404172367287,73.19100911031835,Vadodara,NH48 Highway,3,Rain,6,Rural,Fatal,High Risk,78
23.001141564135356,72.56111367467479,Ahmedabad,Ashram Road,22,Rain,9,Arterial,Fatal,High Risk,87
21.184613010076696,72.83825590679714,Surat,Ring Road,9,Clear,9,Highway,Minor,Low Risk,37
22.32612633963666,73.18314256258824,Vadodara,Gotri Road,10,Cloudy,7,Urban,Minor,Medium Risk,41
23.07825635757279,72.50934644516506,Ahmedabad,SP Ring Road,5,Clear,8,Rural,Serious,Medium Risk,59
22.245523779929776,73.20237878757258,Vadodara,Makarpura Road,5,Clear,6,Urban,Minor,Medium Risk,53
23.02519650189469,72.53547188148781,Ahmedabad,SG Highway,8,Fog,1,Urban,Serious,Medium Risk,43
21.77569160181082,72.13096236521844,Bhavnagar,Waghawadi Road,14,Clear,1,Arterial,Minor,Low Risk,13
21.732302982063636,72.15830808561249,Bhavnagar,Waghawadi Road,1,Cloudy,6,Rural,Minor,Medium Risk,63
21.19428190232121,72.8545672446796,Surat,Ring Road,3,Clear,2,Arterial,Minor,Medium Risk,41
22.349083585118084,73.15800937465569,Vadodara,NE1 Expressway,4,Cloudy,8,Highway,Serious,Medium Risk,69
22.502078655495772,73.47370470890647,Halol,Halol-Vadodara Toll Road,16,Fog,1,Urban,Serious,Medium Risk,43
23.057249017927813,72.52734274898522,Ahmedabad,SP Ring Road,7,Cloudy,2,Arterial,Minor,Low Risk,26
22.356985693559263,73.16486430772468,Vadodara,NE1 Expressway,7,Cloudy,8,Arterial,Minor,Medium Risk,44
23.03480443447568,72.57671658251088,Ahmedabad,Ashram Road,21,Cloudy,6,Highway,Minor,Low Risk,38
22.490674223171332,73.46313036862243,Halol,Halol GIDC,11,Rain,2,Rural,Serious,Medium Risk,41
22.261988287438967,70.80016515232849,Rajkot,150 Feet Ring Road,20,Clear,2,Arterial,Minor,Low Risk,36
21.200984710179696,72.82477270195164,Surat,Ring Road,7,Clear,7,Urban,Minor,Low Risk,31
22.503267279632837,73.4817351195144,Halol,Halol GIDC,18,Rain,5,Urban,Serious,High Risk,70
22.30268945776096,70.78201277722115,Rajkot,150 Feet Ring Road,2,Cloudy,5,Urban,Minor,Medium Risk,60
22.40391121887323,73.19333011263664,Vadodara,NE1 Expressway,17,Rain,8,Urban,Fatal,High Risk,79
22.257265537772813,70.81857356426431,Rajkot,Gondal Road,20,Cloudy,7,Arterial,Minor,Medium Risk,61
21.153680639243774,72.78652947336299,Surat,Dumas Road,18,Fog,9,Urban,Fatal,High Risk,87
23.0495261480913,72.52829077189998,Ahmedabad,SP Ring Road,18,Clear,4,Arterial,Minor,Medium Risk,42
22.351876367302744,73.17361890770366,Vadodara,NH48 Highway,14,Clear,4,Rural,Minor,Low Risk,22
22.484251122310013,73.4424115173336,Halol,Halol-Vadodara Toll Road,5,Clear,2,Urban,Minor,Medium Risk,41
23.05995889748333,72.52876313383695,Ahmedabad,SP Ring Road,15,Clear,3,Rural,Minor,Low Risk,19
22.39553535578144,73.1681114217063,Vadodara,NE1 Expressway,7,Rain,1,Arterial,Minor,Low Risk,38
22.526429233183567,73.45229847812678,Halol,Halol-Vadodara Toll Road,15,Cloudy,1,Highway,Minor,Low Risk,23
22.347449263409676,73.16616678451655,Vadodara,NE1 Expressway,17,Fog,7,Rural,Fatal,High Risk,81
23.05076098173409,72.50750957877858,Ahmedabad,SG Highway,19,Clear,5,Urban,Minor,Medium Risk,45
22.229988368499402,70.8026631994073,Rajkot,Gondal Road,15,Clear,3,Highway,Minor,Low Risk,19
22.316432957492427,73.21004508823245,Vadodara,NH48 Highway,10,Clear,7,Rural,Minor,Low Risk,31
22.264498973691452,73.18090180320509,Vadodara,Makarpura Road,6,Rain,2,Arterial,Serious,Medium Risk,41
23.03729199623995,72.49211179717166,Ahmedabad,SG Highway,16,Clear,3,Arterial,Minor,Low Risk,19
23.032059813540904,72.58332713480752,Ahmedabad,Ashram Road,16,Clear,1,Arterial,Minor,Low Risk,13
22.321214109304965,73.20756069773277,Vadodara,NH48 Highway,11,Clear,8,Rural,Minor,Low Risk,34
22.472046135724415,73.46810690751607,Halol,Halol GIDC,12,Clear,2,Arterial,Minor,Low Risk,16
22.50039454460068,73.45747136516371,Halol,Halol-Vadodara Toll Road,9,Cloudy,7,Rural,Minor,Medium Risk,41
21.187695260419794,72.81803183161117,Surat,Ring Road,6,Clear,9,Urban,Minor,Low Risk,37
21.173470876993743,72.76652895327958,Surat,Dumas Road,13,Clear,6,Urban,Minor,Low Risk,28
23.034504117380113,72.511209698661,Ahmedabad,SG Highway,22,Clear,2,Rural,Minor,Medium Risk,41
21.142315079254637,72.762685456007,Surat,Dumas Road,0,Clear,2,Rural,Minor,Medium Risk,41
22.27021250050065,70.81536261565071,Rajkot,Gondal Road,16,Rain,9,Highway,Fatal,Medium Risk,62
23.025042482785842,72.56036272639034,Ahmedabad,Ashram Road,3,Rain,8,Arterial,Fatal,High Risk,84
23.028874224542726,72.53447118252897,Ahmedabad,Ashram Road,20,Clear,9,Urban,Minor,Medium Risk,57
21.73527213406702,72.15850311401168,Bhavnagar,Waghawadi Road,4,Rain,4,Urban,Fatal,High Risk,72
22.28367451570252,73.19126445940665,Vadodara,Makarpura Road,19,Clear,4,Highway,Minor,Medium Risk,42
22.488648354445836,73.48466875231816,Halol,Halol GIDC,23,Rain,2,Rural,Fatal,Medium Risk,66
23.07918321212683,72.58579362367152,Ahmedabad,Ashram Road,22,Clear,1,Rural,Fatal,Low Risk,38
22.500081236127787,73.458666893391,Halol,Halol-Vadodara Toll Road,6,Clear,4,Highway,Minor,Low Risk,22
22.34890330519614,73.17005195453801,Vadodara,NE1 Expressway,9,Fog,8,Arterial,Fatal,Medium Risk,64
22.490654738820734,73.45166619435604,Halol,Halol-Vadodara Toll Road,16,Fog,2,Rural,Serious,Medium Risk,46
23.05430140673636,72.50177677994579,Ahmedabad,SP Ring Road,6,Rain,8,Rural,Fatal,Medium Risk,59
23.089307124526087,72.53122459635425,Ahmedabad,SP Ring Road,0,Clear,1,Arterial,Minor,Low Risk,38
22.28488041038025,70.80319916208336,Rajkot,150 Feet Ring Road,6,Clear,1,Arterial,Minor,Low Risk,13
22.260160524614715,73.18208073698007,Vadodara,Makarpura Road,23,Cloudy,4,Highway,Minor,Medium Risk,57
22.395846861159047,73.17508365065527,Vadodara,NE1 Expressway,10,Clear,7,Highway,Minor,Low Risk,31
23.048441307685103,72.51514491982874,Ahmedabad,SP Ring Road,8,Clear,9,Highway,Minor,Low Risk,37
21.182865726199232,72.81525800403553,Surat,Ring Road,11,Clear,5,Rural,Minor,Low Risk,25
22.386892663212976,73.19564124960705,Vadodara,NE1 Expressway,2,Clear,2,Highway,Minor,Medium Risk,41
